Blog Title,Blog Date,Author Name,Blog Link,Thumbnail Link
7 shows from 2020 that are a must-watch for their on-point style,9 December 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/7-shows-from-2020-that-are-a-must-watch-for-their-on-point-style-on-netflix-and-amazon-prime-video,https://assets.vogue.in/photos/5fd0852357cfb921784b119b/1:1/w_1600%2Cc_limit/The%2520Queen%25E2%2580%2599s%2520Gambit.jpg
"Gowns, saris, power suits and more: Priyanka Chopra's most fashionable OOTDs in 2020",9 December 2020,Yashna Chopra,https://www.vogue.in/fashion/content/priyanka-chopra-pictures-sari-gown-pantsuit-2020-best-dressed-bollywood,https://assets.vogue.in/photos/5fd083491872f794424ac054/1:1/w_1600%2Cc_limit/priyanka-chopra.jpg
Gabriela Hearst named creative director of Chloé,9 December 2020,Nicole Phelps,https://www.vogue.in/fashion/content/gabriela-hearst-named-creative-director-of-chloe,https://assets.vogue.in/photos/5fd068dd1872f794424ac04a/1:1/w_1600%2Cc_limit/B52A1804.jpg
9 of Kate Moss's most high-impact party looks of all time,9 December 2020,Angel Nemov,https://www.vogue.in/fashion/content/9-of-kate-moss-most-iconic-party-looks-of-all-time,https://assets.vogue.in/photos/5fd065bc1872f794424ac049/1:1/w_1600%2Cc_limit/004-Kate-Moss-Party-Looks-vogue-031220-credit-Getty-Images.jpg
These concept saris are all you need this wedding season ,8 December 2020,Priyanka Kapadia,https://www.vogue.in/fashion/content/concept-pre-stitched-saris-are-all-you-need-this-festive-season,https://assets.vogue.in/photos/5fcf3eb41872f794424ac038/1:1/w_1600%2Cc_limit/Sari%2C%2520Puneet%2520Balana.jpg
14 phone covers to elevate your mirror selfie ,7 December 2020,Yashna Chopra,https://www.vogue.in/fashion/content/best-phone-covers-to-elevate-your-mirror-selfie,https://assets.vogue.in/photos/5fcdff7357cfb921784b1160/1:1/w_1600%2Cc_limit/Phone%2520cases%2520featured.jpg
Why playing video games is in fashion,7 December 2020,Garima Gupta,https://www.vogue.in/fashion/content/why-playing-video-games-is-in-fashion-balenciaga-collina-strada,https://assets.vogue.in/photos/5fce0b1b1872f794424ac013/1:1/w_1600%2Cc_limit/balenciaga-gaming-collection.jpg
5 things you need in your wardrobe for 2021,7 December 2020,Vogue,https://www.vogue.in/fashion/content/5-things-you-need-in-your-wardrobe-for-2021,https://assets.vogue.in/photos/5fcda7b71872f794424ac001/1:1/w_1600%2Cc_limit/003-Bralet-00033-Jacquemus-Spring-21.jpg
17 pictures that will give you a closer look at Kareena Kapoor Khan's kurta collection,6 December 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/pictures-kareena-kapoor-khans-kurta-collection,https://assets.vogue.in/photos/5fc9bfd057cfb921784b110a/1:1/w_1600%2Cc_limit/Kareena-Kapoor-Khan-pregnant-white-kurta-set-red-dupatta-maternity-style.jpg
Hermès's Mosaique au 24 bag is an homage to elements from the house’s first flagship store,5 December 2020,Garima Gupta,https://www.vogue.in/fashion/content/hermess-mosaique-au-24-bag-is-an-homage-to-elements-from-the-houses-first-flagship-store,https://assets.vogue.in/photos/5fc90f4b1872f794424abf75/1:1/w_1600%2Cc_limit/Hermes%2520Mosaique%2520bag.jpg
12 times Janhvi Kapoor maxed wedding guest style ,5 December 2020,Shweta Vepa Vyas,https://www.vogue.in/fashion/content/pictures-janhvi-kapoor-wedding-guest-style-lehengas-saris,https://assets.vogue.in/photos/5fc9eb2857cfb921784b1122/1:1/w_1600%2Cc_limit/Janhvi%2520Kapoor%2520in%2520Manish%2520Malhotra%2520at%2520Sonam%2520Kapoor%2520and%2520Anand%2520Ahujas%2520wedding%2520reception%2520in%2520Mumbai.JPG
Glen Luchford’s new book is a 1990s Prada time capsule,4 December 2020,Liam Freeman,https://www.vogue.in/fashion/content/glen-luchfords-new-book-is-a-1990s-prada-time-capsule,https://assets.vogue.in/photos/5fca17421872f794424abf9d/1:1/w_1600%2Cc_limit/Prada-SS-1998-Amber-Valletta-vogue-credit-Glen-Luchford.jpg
"Who do women dress up for, really?",4 December 2020,Hasina Khatib,https://www.vogue.in/fashion/content/who-do-women-dress-up-for-really,https://assets.vogue.in/photos/5fc913381872f794424abf77/1:1/w_1600%2Cc_limit/Princess%2520Diana.jpg
Kaushik Velendra on creating Priyanka Chopra's “Super Power Suit” for the The Fashion Awards 2020,4 December 2020,Alice Newbold,https://www.vogue.in/fashion/content/kaushik-velendra-on-creating-priyanka-chopra-super-power-suit-for-the-the-fashion-awards-2020,https://assets.vogue.in/photos/5fc9dafc1e77f0ea23b5d9b3/1:1/w_1600%2Cc_limit/PCJ%2520-%2520CREDIT%2520Divya%2520Sarkisian%2520AND%2520Chase%2520Foster.jpeg
The Fashion Award winners of 2020 share their hopes for the future of the fashion industry,4 December 2020,Vogue,https://www.vogue.in/fashion/content/the-fashion-award-winners-of-2020-share-their-hopes-for-the-future-of-the-fashion-industry,https://assets.vogue.in/photos/5fc8ed1c1872f794424abf73/1:1/w_1600%2Cc_limit/Priya%2520Ahluwalia.jpg
What do you wear to fashion school? 10 students from Bunka Fashion College Tokyo share their looks,3 December 2020,Alex Kessler,https://www.vogue.in/fashion/content/what-do-you-wear-to-fashion-school-10-students-from-bunka-fashion-college-tokyo-share-their-looks,https://assets.vogue.in/photos/5fc8b68257cfb921784b10f8/1:1/w_1600%2Cc_limit/Honoka%2520Shinamura.jpg
10 pairs of boots we are eyeing right now ,3 December 2020,Yashna Chopra,https://www.vogue.in/fashion/content/10-best-winter-boots-to-buy-right-now,https://assets.vogue.in/photos/5fc770bf57cfb921784b10e2/1:1/w_1600%2Cc_limit/best%2520winter%2520boots%2520featured.jpg
The 10 new handbags and totes that are worth adding to your 2021 wishlist  ,2 December 2020,Garima Gupta,https://www.vogue.in/fashion/content/new-handbags-and-totes-that-are-worth-adding-to-your-2021-wishlist,https://assets.vogue.in/photos/5fc776cb1e77f0ea23b5d981/1:1/w_1600%2Cc_limit/WARDROBE%252001%2520-%2520LOOK%252018.jpg
5 easy ways to do Y2K teen nostalgia without looking like you’ve tried,2 December 2020,Eni Subair,https://www.vogue.in/fashion/content/5-easy-ways-to-do-y2k-teen-nostalgia-without-looking-like-youve-tried,https://assets.vogue.in/photos/5fc77e4a1e77f0ea23b5d984/1:1/w_1600%2Cc_limit/Iris%2520Law%2520:%2520Photography%2520by%2520Larissa%2520Hofmann%2520Courtesy%2520of%2520Heaven%2520by%2520Marc%2520Jacobs.jpg
Mindy Kaling on why she uses her fame and fortune to break barriers for Indians on the global stage,2 December 2020,Diksha Basu,https://www.vogue.in/fashion/content/mindy-kaling-vogue-india-december-2020-cover-star-interview-diversity-representation-motherhood,https://assets.vogue.in/photos/5fc7318757cfb921784b10c3/1:1/w_1600%2Cc_limit/Mindy%2520Kaling%2520Vogue%2520India%2520December%2520Cover%2520Story%2520Featured.jpg
12 everyday jewellery pieces to buy based on your birthstone,1 December 2020,Garima Gupta,https://www.vogue.in/fashion/content/12-everyday-jewellery-pieces-to-buy-based-to-your-birthstone,https://assets.vogue.in/photos/5fc60aea1e77f0ea23b5d945/1:1/w_1600%2Cc_limit/Birthstone%2520jewellery%2520.jpg
5 things we love about Breguet’s ‘Marine Haute Joaillerie 9509 Poseidonia’ watch,1 December 2020,Rishna Shah,https://www.vogue.in/fashion/content/5-things-we-love-about-breguets-marine-haute-joaillerie-9509-poseidonia-watch,https://assets.vogue.in/photos/5fc5d3071e77f0ea23b5d92e/1:1/w_1600%2Cc_limit/Marine_Haute_Joaillerie_9509BB_5E_984_ED0E_life_style_High_resolution__300_dpi___JPG__9777.jpg
The second rising of Wendell Rodricks's namesake label,1 December 2020,Sujata Assomull,https://www.vogue.in/fashion/content/the-second-rising-of-wendell-rodricks-namesake-label,https://assets.vogue.in/photos/5fc5ff471e77f0ea23b5d93c/1:1/w_1600%2Cc_limit/AIFWAW18D3S4fWendellRodricksRunway0019.jpg
How designer Anita Dongre is working with UN Women to upskill women in Maharashtra,30 November 2020,Hasina Khatib,https://www.vogue.in/fashion/content/how-designer-anita-dongre-is-working-with-un-women-to-upskill-women-in-maharashtra,https://assets.vogue.in/photos/5fc47f5a1872f794424abee5/1:1/w_1600%2Cc_limit/Anita%2520Dongre%2520-%2520Profile%2520Picture%2520(1).jpg
How to up your tracksuit game in time for the new year,30 November 2020,Alex Kessler,https://www.vogue.in/fashion/content/how-to-up-your-tracksuit-game-in-time-for-the-new-year,https://assets.vogue.in/photos/5fc4beca1872f794424abeef/1:1/w_1600%2Cc_limit/GettyImages-1207809047.jpg
30 pictures that will give you a closer look at Sara Ali Khan’s kurta collection,29 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/sara-ali-khan-kurta-collection-pictures-cotton-kurta-sharara-sets,https://assets.vogue.in/photos/5fbfb1831e77f0ea23b5d8fd/1:1/w_1600%2Cc_limit/Sara-Ali-Khan-in-Mumbai1.jpg
9 pictures that prove that Priyanka Chopra is always a stylish wedding guest,28 November 2020,Shweta Vepa Vyas,https://www.vogue.in/fashion/content/pictures-priyanka-chopra-is-always-a-stylish-wedding-guest-designer-wear,https://assets.vogue.in/photos/5fbf9ba057cfb921784b104f/1:1/w_1600%2Cc_limit/Priyanka-Chopra-at-Shloka-Mehtas-mehandi-party-in-Mumbai.jpg
9 cool sweatshirts to kickstart your winter wardrobe,27 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/cool-sweatshirts-to-add-to-your-winter-wardrobe,https://assets.vogue.in/photos/5fc0e4791872f794424abed2/1:1/w_1600%2Cc_limit/Princess%2520Dianas%2520workout%2520sweater%2520just%2520sold%2520at%2520auction%2520for.jpg
"""I had a real wild imagination as a kid"": Alia Bhatt on the inspiration behind her new conscious kids wear brand Ed-a-Mamma",27 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/i-had-a-real-wild-imagination-as-a-kid-alia-bhatt-on-the-inspiration-behind-her-new-conscious-kids-wear-brand-ed-a-mamma,https://assets.vogue.in/photos/5fc09cd61872f794424abec8/1:1/w_1600%2Cc_limit/Alia%2520Bhatt-%2520Edamamma%2520.jpg
Indian royal families have come together to protect local crafts through this exhibition,27 November 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/indian-royal-families-have-come-together-to-protect-local-crafts-through-this-exhibition,https://assets.vogue.in/photos/5fbfb6cc57cfb921784b1061/1:1/w_1600%2Cc_limit/DSCF4606.jpg
See these 21 photos from Studio 54 that prove it was just as iconic as everyone says,26 November 2020,Alex Kessler,https://www.vogue.in/fashion/gallery/see-these-21-photos-from-studio-54-that-prove-it-was-just-as-iconic-as-everyone-says,https://assets.vogue.in/photos/5fbf6f5857cfb921784b1038/1:1/w_1600%2Cc_limit/GettyImages-515351764.jpg
Why designers are using deadstock and leftover fabrics more than ever before,26 November 2020,Hasina Khatib,https://www.vogue.in/fashion/content/why-designers-are-using-deadstock-and-leftover-fabrics-more-than-ever-before,https://assets.vogue.in/photos/5fbf5fc91872f794424abea3/1:1/w_1600%2Cc_limit/Daniel%2520w%2520fletcher.jpg
How to execute winter’s trickiest boot trend with Princess Diana flair,25 November 2020,Alice Newbold,https://www.vogue.in/fashion/content/how-to-execute-winters-trickiest-boot-trend-with-princess-diana-flair,https://assets.vogue.in/photos/5fbe0e171e77f0ea23b5d896/1:1/w_1600%2Cc_limit/GettyImages-846296776.jpg
"Saachi Bahl’s new book My Classic Closet addresses culture, identity and stereotypes from the lens of fashion",25 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/saachi-bahls-new-book-my-classic-closet-addresses-culture-identity-and-stereotypes-from-the-lens-of-fashion,https://assets.vogue.in/photos/5fbe22341872f794424abe3f/1:1/w_1600%2Cc_limit/Saachi%2520Bahl.jpg
7 blazer and sweatpants combos to ace WFH dressing ,25 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/7-blazer-and-sweatpants-combos-to-ace-wfh-dressing,https://assets.vogue.in/photos/5fbceae1e1dbc5660f056ddd/1:1/w_1600%2Cc_limit/katie%2520holmes.jpg
It takes the equivalent of 35 bottles of plastic waste to make one Tom Ford ocean plastic watch,25 November 2020,Nicole Phelps,https://www.vogue.in/fashion/content/it-takes-the-equivalent-of-35-bottles-of-plastic-waste-to-make-one-tom-ford-ocean-plastic-watch,https://assets.vogue.in/photos/5fbcfbcb260388fa9edaec6a/1:1/w_1600%2Cc_limit/Photo%2520credit%2520Simon%2520Perry.jpg
Why is upcycling the biggest trend in fashion right now?,24 November 2020,Emily Chan,https://www.vogue.in/fashion/content/why-is-upcycling-the-biggest-trend-in-fashion-right-now,https://assets.vogue.in/photos/5fbcbc74e1dbc5660f056dc4/1:1/w_1600%2Cc_limit/JWAnderson_Made-In-Britain-credit-Lewis-Ronald.jpg
Fashion's obsession with the ugly shoe isn’t walking out of our lives anytime soon,24 November 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/fashions-obsession-with-the-ugly-shoe-isnt-walking-out-of-our-lives-anytime-soon,https://assets.vogue.in/photos/5fbcbfa0a9a5aa89b53cc89a/1:1/w_1600%2Cc_limit/00031-GIVENCHY-SS21-RTW.jpg
An appreciation of Princess Diana’s over-the-top ’80s maternity style,24 November 2020,Elise Taylor,https://www.vogue.in/fashion/gallery/an-appreciation-of-princess-dianas-over-the-top-80s-maternity-style,https://assets.vogue.in/photos/5fbb70e7e1dbc5660f056da2/1:1/w_1600%2Cc_limit/158320406
Gucci's genre-bending ‘Ouverture of Something that Never Ended’ was more than just a collection reveal,23 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/guccis-genre-bending-ouverture-of-something-that-never-ended-was-more-than-just-a-collection-reveal,https://assets.vogue.in/photos/5fbb9acca9a5aa89b53cc87e/1:1/w_1600%2Cc_limit/LOOK_91_.jpg
Here's everything you need to know about the new Pasha de Cartier,23 November 2020,Rishna Shah,https://www.vogue.in/fashion/content/heres-everything-you-need-to-know-about-the-new-pasha-de-cartier,https://assets.vogue.in/photos/5fbb80bea9a5aa89b53cc874/1:1/w_1600%2Cc_limit/Cartier%25202.jpg
All the new designer launches that need to be on your radar,23 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/all-the-new-designer-launches-that-need-to-be-on-your-radar-november-2020,https://assets.vogue.in/photos/5fbb8bf5e1dbc5660f056db6/1:1/w_1600%2Cc_limit/new%2520launches.jpg
What Jennifer Lopez and Dua Lipa wore to the 2020 American Music Awards,23 November 2020,Christian Allaire,https://www.vogue.in/fashion/gallery/what-jennifer-lopez-and-dua-lipa-wore-to-the-2020-american-music-awards-pictures-celebrity-red-carpet-style,https://assets.vogue.in/photos/5fbb5e1ae1dbc5660f056d94/1:1/w_1600%2Cc_limit/7861FD70-7D64-4247-AF73-F62B75741D10.jpeg
"Meet fashion bootlegger Ava Nirui, the creative force behind Marc Jacobs’ Heaven line",23 November 2020,Eni Subair,https://www.vogue.in/fashion/content/meet-fashion-bootlegger-ava-nirui-the-creative-force-behind-marc-jacobs-heaven-line,https://assets.vogue.in/photos/5fbb5409e1dbc5660f056d92/1:1/w_1600%2Cc_limit/8796_11_ava_final.jpg
Bella Hadid’s year in street style: every look we loved in 2020,22 November 2020,Julia Hobbs,https://www.vogue.in/fashion/gallery/bella-hadid-year-in-street-style-every-look-we-loved-in-2020,https://assets.vogue.in/photos/5fb794c8a9a5aa89b53cc833/1:1/w_1600%2Cc_limit/GettyImages-1206321282.jpg
21 pictures that highlight Janhvi Kapoor's collection of breezy kurtas ,22 November 2020,Shweta Vepa Vyas,https://www.vogue.in/fashion/content/pictures-that-highlight-janhvi-kapoor-collection-of-breezy-kurtas,https://assets.vogue.in/photos/5fb694b96d74c1b22dc056e5/1:1/w_1600%2Cc_limit/Janhvi-Kapoor.jpg
17 times Alia Bhatt was an exceedingly stylish wedding guest,21 November 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/pictures-alia-bhatt-is-an-exceedingly-stylish-wedding-guest,https://assets.vogue.in/photos/5fb641a06d74c1b22dc056c8/1:1/w_1600%2Cc_limit/Alia-Bhatt-at-Sonam-Kapoor-wedding-in-Sabyasachi-lehenga-and-Ranbir-Kapoor.jpg
"How Sonam Kapoor Ahuja, Samantha Akkineni and other stars style their lehengas, kurtas and saris for the winter",20 November 2020,Nupur Sarvaiya,https://www.vogue.in/fashion/content/celebrities-styling-lehengas-saris-with-coats-jackets-for-winter-sonam-kapoor-ahuja-samantha-akkineni,https://assets.vogue.in/photos/5fb78711e1dbc5660f056d5c/1:1/w_1600%2Cc_limit/SonamKapoor%2520Ahuja%2520in%2520anamika%2520khanna%2520sari%2520and%2520jacket.jpg
Rising contemporary embroidery artists tell us why the laborious craft is their preferred medium of expression,20 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/rising-contemporary-embroidery-artists-tell-us-why-the-laborious-craft-is-their-preferred-medium-of-expression,https://assets.vogue.in/photos/5fb6bca749cee77f06f7e22d/1:1/w_1600%2Cc_limit/Bathtub%2520Series%2520AB.jpg
14 Audrey Hepburn style moments that have stood the test of time,20 November 2020,Rosalind Jana,https://www.vogue.in/fashion/content/14-audrey-hepburn-style-moments-that-have-stood-the-test-of-time,https://assets.vogue.in/photos/5fb76348260388fa9edaebef/1:1/w_1600%2Cc_limit/Audrey%2520Hepburn%2520style.jpg
Lust list: 10 limited-edition watches that only a few in the world can call their own,19 November 2020,Vogue.in,https://www.vogue.in/fashion/gallery/lust-list-10-limited-edition-watches-that-only-a-few-in-the-world-can-call-their-own,https://assets.vogue.in/photos/5fb6298549cee77f06f7e200/1:1/w_1600%2Cc_limit/10%2520limited-edition%2520watches%2520that%2520will%2520set%2520you%2520apart%2520.jpg
Janhvi Kapoor and Tamannaah Bhatia's Manish Malhotra looks will inspire your wardrobe as a wedding guest,19 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/janhvi-kapoor-tamannaah-bhatia-manish-malhotra-designer-wedding-wear-diwali-2020,https://assets.vogue.in/photos/5fb61df2a1e214a3416c3aa8/1:1/w_1600%2Cc_limit/Janhvi%2520Kapoor%2520in%2520yellow%2520manish%2520malhotra%2520sari%2520f.jpg
5 fashion insider-approved tips for buying secondhand,19 November 2020,Emily Chan,https://www.vogue.in/fashion/content/5-fashion-insider-approved-tips-for-buying-secondhand,https://assets.vogue.in/photos/5fb4db76a1e214a3416c3a3f/1:1/w_1600%2Cc_limit/Vestiaire-vogue-121120-courtesy%2520Vestiaire3.jpg
"6 festive wear trends spotted on Priyanka Chopra, Kriti Sanon, Janhvi Kapoor and more this Diwali",18 November 2020,Nupur Sarvaiya,https://www.vogue.in/fashion/content/festive-wear-trends-priyanka-chopra-kriti-sanon-janhvi-kapoor-designer-lehenga-sari-sharara-diwali-2020,https://assets.vogue.in/photos/5fb4dec2a1e214a3416c3a42/1:1/w_1600%2Cc_limit/Priyanka%2520Chopra%2520and%2520Nick%2520Jonas%2520for%2520diwali%25202020.jpg
Are you matching your scrunchie to your face mask yet?,18 November 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/are-you-matching-your-scrunchie-to-your-face-mask-yet,https://assets.vogue.in/photos/5fb3886b6d74c1b22dc0562d/1:1/w_1600%2Cc_limit/face-masks-set.jpg
Alber Elbaz reveals the name of his new brand and its visual identity at Vogue’s Forces of Fashion Summit,18 November 2020,Nicole Phelps,https://www.vogue.in/fashion/content/alber-elbaz-reveals-the-name-of-his-new-brand-and-its-visual-identity-at-vogues-forces-of-fashion-summit,https://assets.vogue.in/photos/5fb4a8cca1e214a3416c3a32/1:1/w_1600%2Cc_limit/Screen%2520Shot%25202020-11-17%2520at%252010.33.28%2520AM.png
The 2021 International Woolmark Prize will focus on sustainability and supply chain innovations—meet the six finalists here,17 November 2020,Emily Farra,https://www.vogue.in/fashion/content/the-2021-international-woolmark-prize-will-focus-on-sustainability-and-supply-chain-innovations-meet-the-six-finalists-here,https://assets.vogue.in/photos/5fb3c1caa1e214a3416c3a25/1:1/w_1600%2Cc_limit/001-Bethany-Williams-LFWM-Preview-vgn-020120-credit-Ekua-King.jpg
All the celebrities who chose Sabyasachi festive wear for the Diwali 2020 weekend ,17 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/bollywood-celebrities-wearing-sabyasachi-lehengas-saris-diwali-2020-deepika-padukone-priyanka-chopra,https://assets.vogue.in/photos/5fb3bc5e49cee77f06f7e18b/1:1/w_1600%2Cc_limit/deepika%2520padukone%2520and%2520ranveer%2520singh%2520in%2520sabyasachi.jpg
What are the conversations the creative set are having on Vogue Forces Of Fashion 2020,17 November 2020,Rujuta Vaidya,https://www.vogue.in/fashion/content/what-are-the-conversations-the-creative-set-are-having-on-vogue-forces-of-fashion-2020,https://assets.vogue.in/photos/5fb3aa62a1e214a3416c3a1c/1:1/w_1600%2Cc_limit/Sarah%2520Burton.png
Priyanka Chopra is on a mission to celebrate our differences as the BFC’s Ambassador for positive change,17 November 2020,Alice Newbold,https://www.vogue.in/fashion/content/priyanka-chopra-is-on-a-mission-to-celebrate-our-differences-as-the-bfcs-ambassador-for-positive-change,https://assets.vogue.in/photos/5fb3b47b49cee77f06f7e184/1:1/w_1600%2Cc_limit/GettyImages-1142016835.jpg
7 ways to style your statement jewellery with your traditional looks this festive season,17 November 2020,Priyanka Parkash,https://www.vogue.in/fashion/content/7-ways-to-wear-statement-jewellery-with-your-traditional-looks-this-festive-season,https://assets.vogue.in/photos/5fb3a3b3a1e214a3416c3a17/1:1/w_1600%2Cc_limit/Statement%2520jewellery%2520to%2520maximise%2520your%2520traditional%2520outfits%2520this%2520season.jpg
The true story behind Princess Diana’s engagement ring and its starring role in The Crown,17 November 2020,Rachel Garrahan,https://www.vogue.in/fashion/content/the-true-story-behind-princess-diana-engagement-ring-and-its-starring-role-in-netflix-the-crown,https://assets.vogue.in/photos/5fb397016d74c1b22dc05630/1:1/w_1600%2Cc_limit/694916495
Mink farming and COVID-19: here’s why fashion needs to finally say goodbye to fur,16 November 2020,Rosalind Jana,https://www.vogue.in/fashion/content/mink-farming-and-covid-19-heres-why-fashion-needs-to-finally-say-goodbye-to-fur,https://assets.vogue.in/photos/5fae616b29c6c8840250d32a/1:1/w_1600%2Cc_limit/GettyImages-144813756%2520(1).jpg
How to wear a sari like Priyanka Chopra,15 November 2020,Hasina Khatib,https://www.vogue.in/fashion/content/how-to-wear-a-sari-like-priyanka-chopra-designer-sabysachi-manish-malhotra-desi-girl-wedding,https://assets.vogue.in/photos/5fad0d9f6e6a3d78b88a518e/1:1/w_1600%2Cc_limit/priyanka%2520chopra%2520in%2520a%2520red%2520saree.jpg
10 pictures that prove Kareena Kapoor Khan is a very stylish wedding guest,14 November 2020,Praachi Raniwala,https://www.vogue.in/fashion/content/pictures-that-prove-kareena-kapoor-khan-is-a-very-stylish-wedding-guest,https://assets.vogue.in/photos/5fae259c2337f268907be956/1:1/w_1600%2Cc_limit/Kareena%2520Kapoor%2520Khan%2520wedding%2520guest.jpg
How Burberry is making cashmere better for the planet,14 November 2020,Emily Chan,https://www.vogue.in/fashion/content/how-burberry-is-making-cashmere-better-for-the-planet,https://assets.vogue.in/photos/5fad39a80342dcd04d761c43/1:1/w_1600%2Cc_limit/The%2520Burberry%2520Foundation's%2520cashmere%2520programme%2520in%2520Afghanistan%2520-%2520Courtesy%2520of%2520Burberry%2520-%2520A%2520beneficiary%2520of%2520the%2520cashmere%2520programme.jpg
From stilettos to sneakers: 22 pictures that take you through Katrina Kaif’s shoe collection,13 November 2020,Miloni Shah,https://www.vogue.in/fashion/content/katrina-kaif-shoe-collection-stilettos-sneakers-heels,https://assets.vogue.in/photos/5d37fb5b368cb7000897eac9/1:1/w_1600%2Cc_limit/Katrina%2520Kaif%2520in%2520Christian%2520Louboutin%2520pumps.jpg
Why are all your favourite Indian celebrities wearing the same cocktail sequin sari?,13 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/bollywood-manish-malhotra-self-sequin-sari-kareena-kapoor-khan-karisma-kapoor-tara-sutaria,https://assets.vogue.in/photos/5fad3e1926a53bbdc4f7d1bc/1:1/w_1600%2Cc_limit/Malaika%2520arora%2520in%2520manish%2520malhotra%2520sari.jpg
"“Activism should be constant, not reactive”: menswear designer Bianca Saunders on fashion’s political ambition",13 November 2020,Liam Freeman,https://www.vogue.in/fashion/content/activism-should-be-constant-not-reactive-menswear-designer-bianca-saunders-on-fashions-political-ambition,https://assets.vogue.in/photos/5fad221a26a53bbdc4f7d1a5/1:1/w_1600%2Cc_limit/011-LONDON-Bianca-Saunders-vgn-global-youth-credit-Ekua-King.jpg
Everything you need to know about Anita Dongre’s new flagship store Hyderabad,13 November 2020,Nupur Sarvaiya,https://www.vogue.in/fashion/content/everything-you-need-to-know-about-anita-dongres-new-flagship-store-hyderabad,https://assets.vogue.in/photos/5fad268c0342dcd04d761c39/1:1/w_1600%2Cc_limit/Anita%2520Dongre%2520Hyderabad%2520Flagship%2520Store%252013.jpg
"All the earrings, maang tikkas and potlis you need to elevate your Diwali outfit",12 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/earrings-maang-tikkas-and-potlis-you-need-to-elevate-your-diwali-outfit,https://assets.vogue.in/photos/5fad032d6e6a3d78b88a5189/1:1/w_1600%2Cc_limit/FIRDAUS%2520BY%2520AKSHITAChandbali%2520Gold%2520Finish%2520Earrings.jpg
"How these five influencers came together to support ‘To India, With Love’",12 November 2020,Garima Gupta,https://www.vogue.in/fashion/content/how-these-five-influencers-came-together-to-support-to-india-with-love,https://assets.vogue.in/photos/5fad088e6e6a3d78b88a518c/1:1/w_1600%2Cc_limit/House%2520of%2520Misu.jpg
Sobhita Dhulipala channels her alternative style to the new glitter and shimmer laden festive collection at H&M ,12 November 2020,Akshara Subramanian,https://www.vogue.in/fashion/content/sobhita-dhulipala-on-hm-india-special-festive-collection-the-clothes-reflect-the-new-normal-with-their-sophistication,https://assets.vogue.in/photos/5fabe23a0342dcd04d761bc7/1:1/w_1600%2Cc_limit/H&M.jpg
These are the homegrown T-shirt brands you need to know now,11 November 2020,Anaita Shroff Adajania    Renuka Joshi-Modi,https://www.vogue.in/fashion/content/these-are-the-homegrown-t-shirt-brands-you-need-to-know-now,https://assets.vogue.in/photos/5faba1e96e6a3d78b88a5165/1:1/w_1600%2Cc_limit/QE%2520656%25203.jpg
Planning your outfits for Diwali 2020? Let Mira Rajput Kapoor and Janhvi Kapoor inspire you,11 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/diwali-2020-festive-wear-celebrity-inspiration-mira-rajput-kapoor-janhvi-kapoor-shararas-sari,https://assets.vogue.in/photos/5fabb61026a53bbdc4f7d128/1:1/w_1600%2Cc_limit/mira%2520rajput%2520kapoor%2520diwali%2520outfit.jpg
From lounge to festive: Here’s proof that the kaftan is the ultimate outfit of choice for 2020 ,11 November 2020,Garima Gupta    Priyanka Kapadia,https://www.vogue.in/fashion/content/from-lounge-to-festive-heres-proof-that-the-kaftan-is-the-ultimate-outfit-of-choice-for-2020,https://assets.vogue.in/photos/5fabb72626a53bbdc4f7d12a/1:1/w_1600%2Cc_limit/The%2520Boozy%2520Button.jpg
How Kamala Harris and her Converse sneakers rewrote the rule book on political style,11 November 2020,Susan Devaney,https://www.vogue.in/fashion/content/how-kamala-harris-and-her-converse-sneakers-rewrote-the-rule-book-on-political-style,https://assets.vogue.in/photos/5fa8d6f76e6a3d78b88a50e4/1:1/w_1600%2Cc_limit/GettyImages-1283238618.jpg
"15 saris, kurtas and sharara sets that are perfect for Diwali card parties",10 November 2020,Yashna Chopra,https://www.vogue.in/fashion/content/15-saris-kurtas-and-sharara-sets-that-are-perfect-for-diwali-card-parties,https://assets.vogue.in/photos/5faa90e76e6a3d78b88a5139/1:1/w_1600%2Cc_limit/katrina%2520kaif%2520in%2520a%2520manish%2520malhotra%2520saree%2520for%2520diwali%2520.jpg
